Sales_ID,name,year,selling_price_INR,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,cylinders,displacement,acceleration,weight,,State or Province,Region
4296,Mahindra,2018,45650000,10500,Petrol,Individual,Manual,First_Owner,14.6 kmpl,1198,141 bhp,115Nm@ 3500-3600rpm,6,6,2591,9.4,1667,,Karnataka,South
4297,Renault,2018,78850000,26000,Diesel,Individual,Manual,First_Owner,22.3 kmpl,1461,74 bhp,245Nm@ 1750rpm,5,3,1115,8.1,909,,Karnataka,South
4310,Maruti,2007,10375000,120000,Petrol,Individual,Manual,Third_Owner,7.1 kmpl,1586,191 bhp,"145@ 4,100(kgm@ rpm)",5,8,3677,8.1,1627,,West Bengal,East
4311,Maruti,2007,12450000,35000,Petrol,Individual,Manual,First_Owner,20.8 kmpl,1061,109 bhp,84Nm@ 3500rpm,5,4,1532,7.8,1158,,Karnataka,South
4312,Maruti,2018,25730000,13000,Petrol,Individual,Manual,First_Owner,11.4 kmpl,796,155 bhp,69Nm@ 3500rpm,5,6,2849,8.5,1430,,Tamil Nadu,South
4313,Maruti,2015,51875000,50000,Diesel,Individual,Manual,First_Owner,20.4 kmpl,1248,76 bhp,190Nm@ 2000rpm,5,3,1111,5.5,927,,West Bengal,East
4314,Hyundai,2012,22161000,40000,Petrol,Individual,Manual,First_Owner,14.9 kmpl,1197,158 bhp,111.7Nm@ 4000rpm,5,6,2497,10.2,1705,,Karnataka,South
4315,Hyundai,2016,49800000,25000,Petrol,Individual,Manual,First_Owner,10.8 kmpl,1197,130 bhp,114.73Nm@ 4000rpm,5,6,2456,12.6,1726,,West Bengal,East
4329,Honda,2016,45650000,56494,Petrol,Trustmark_Dealer,Manual,First_Owner,11.2 kmpl,1199,148 bhp,110Nm@ 4800rpm,5,6,2873,11.8,1527,,Delhi,North
4330,Toyota,2013,62250000,79328,Diesel,Trustmark_Dealer,Manual,Second_Owner,17.7 kmpl,2494,136 bhp,200Nm@ 1200-3600rpm,7,5,1841,8.8,1218,,Tamil Nadu,South
4331,Maruti,2019,53950000,5621,Petrol,Trustmark_Dealer,Automatic,First_Owner,21.3 kmpl,1197,70 bhp,113Nm@ 4200rpm,5,3,1028,12.4,844,,Karnataka,South
4333,Maruti,2018,49800000,69779,Petrol,Dealer,Automatic,First_Owner,23.6 kmpl,1197,71 bhp,113Nm@ 4200rpm,5,3,849,8,960,,Delhi,North
4334,Hyundai,2017,37350000,56290,Diesel,Dealer,Manual,First_Owner,14.9 kmpl,1186,147 bhp,190.24nm@ 1750-2250rpm,5,6,2411,6.8,1515,,Delhi,North
4339,Volvo,2018,205425000,2000,Diesel,Dealer,Automatic,First_Owner,19.2 kmpl,1984,80 bhp,350Nm@ 1500-2750rpm,5,4,1598,10.8,1093,,West Bengal,East
4403,Maruti,2010,17845000,64000,Petrol,Individual,Manual,First_Owner,13.4 kmpl,796,178 bhp,62Nm@ 3000rpm,5,6,2446,6.3,1705,,Delhi,North
4404,Ford,2016,42496000,10500,Petrol,Individual,Manual,First_Owner,13.3 kmpl,1196,114 bhp,112Nm@ 4000rpm,5,5,1839,6.7,1436,,Tamil Nadu,South
4405,Maruti,2011,17845000,50000,Petrol,Individual,Manual,Second_Owner,8.7 kmpl,796,252 bhp,62Nm@ 3000rpm,5,8,3286,5.2,1936,,Tamil Nadu,South
4406,Skoda,2012,41500000,60000,Diesel,Individual,Manual,First_Owner,13.6 kmpl,1598,138 bhp,250Nm@ 1500-2500rpm,5,5,1802,4.8,1256,,Maharashtra,West
4407,Skoda,2015,58100000,35000,Diesel,Individual,Manual,First_Owner,15.3 kmpl,1498,87 bhp,250Nm@ 1500-2500rpm,5,4,1479,12.3,1291,,Tamil Nadu,South
4408,Tata,2012,43575000,135000,Diesel,Individual,Manual,First_Owner,12.3 kmpl,2179,136 bhp,320Nm@ 1700-2700rpm,7,6,2077,10.4,1652,,Delhi,North
4409,Mahindra,2011,45650000,70000,Diesel,Individual,Manual,Second_Owner,23.6 kmpl,2179,67 bhp,290Nm@ 1800-2800rpm,9,3,859,9.1,807,,Tamil Nadu,South
4410,Maruti,2016,62250000,80000,Diesel,Individual,Manual,First_Owner,14.5 kmpl,1248,146 bhp,200Nm@ 1750rpm,5,6,2170,9.4,1689,,West Bengal,East
4411,Maruti,2017,32785000,25000,Petrol,Individual,Manual,First_Owner,20.1 kmpl,998,91 bhp,90Nm@ 3500rpm,5,4,1399,10.6,1270,,Maharashtra,West
4412,Hyundai,2017,56025000,5000,Petrol,Individual,Manual,First_Owner,22.6 kmpl,1197,62 bhp,114.7Nm@ 4000rpm,5,3,944,13.3,822,,Delhi,North
4413,Hyundai,2008,11620000,80000,Petrol,Individual,Manual,Third_Owner,14.4 kmpl,1086,130 bhp,96.1Nm@ 3000rpm,5,5,1865,12.5,1492,,Maharashtra,West
4414,Mahindra,2011,35690000,120000,Diesel,Individual,Manual,Second_Owner,8.0 kmpl,2179,222 bhp,290Nm@ 1800-2800rpm,8,8,3030,7.5,2077,,Delhi,North
4415,Jaguar,2017,225013000,9000,Diesel,Dealer,Automatic,First_Owner,10.5 kmpl,1999,290 bhp,430Nm@ 1750-2500rpm,5,8,3290,10,1972,,West Bengal,East
4416,Lexus,2019,427450000,20000,Petrol,Dealer,Automatic,First_Owner,12.1 kmpl,2487,135 bhp,202Nm@ 3600-5200rpm,5,6,2686,4.8,1685,,Maharashtra,West
4417,Jaguar,2017,265600000,45000,Diesel,Dealer,Automatic,First_Owner,13.3 kmpl,1999,138 bhp,430Nm@ 1750-2500rpm,5,5,1707,12.2,1243,,Karnataka,South
4418,Tata,2015,41749000,110000,Diesel,Individual,Manual,First_Owner,20.7 kmpl,2179,75 bhp,320Nm@ 1500-3000rpm,7,4,1484,6.3,1226,,Delhi,North
4419,Volvo,2019,315400000,20000,Diesel,Individual,Automatic,First_Owner,8.1 kmpl,1969,235 bhp,400Nm,5,8,3424,7.3,2447,,Karnataka,South
4420,Toyota,2016,166000000,68089,Petrol,Trustmark_Dealer,Automatic,First_Owner,18.0 kmpl,2494,124 bhp,213Nm@ 4500rpm,5,5,1804,11.6,1465,,Maharashtra,West
4421,Maruti,2013,18675000,58343,Petrol,Trustmark_Dealer,Manual,First_Owner,11.1 kmpl,998,173 bhp,90Nm@ 3500rpm,5,6,2600,8.3,1433,,Karnataka,South
4422,Maruti,2018,61420000,38817,Diesel,Dealer,Manual,First_Owner,20.9 kmpl,1248,66 bhp,190Nm@ 2000rpm,5,3,931,11.4,830,,Karnataka,South
4423,Honda,2016,45650000,56494,Petrol,Trustmark_Dealer,Manual,First_Owner,14.7 kmpl,1199,131 bhp,110Nm@ 4800rpm,5,6,2496,10.5,1524,,Maharashtra,West
4424,Toyota,2013,62250000,79328,Diesel,Trustmark_Dealer,Manual,Second_Owner,11.9 kmpl,2494,176 bhp,200Nm@ 1200-3600rpm,7,6,2870,11.6,1756,,West Bengal,East
4425,Maruti,2019,53950000,5621,Petrol,Trustmark_Dealer,Automatic,First_Owner,14.1 kmpl,1197,118 bhp,113Nm@ 4200rpm,5,5,1706,5,1257,,Karnataka,South
4426,Toyota,2017,51875000,25538,Petrol,Trustmark_Dealer,Manual,First_Owner,11.7 kmpl,1496,220 bhp,132Nm@ 3000rpm,5,8,3861,7.9,1835,,Karnataka,South
4427,Maruti,2018,49800000,69779,Petrol,Dealer,Automatic,First_Owner,16.1 kmpl,1197,128 bhp,113Nm@ 4200rpm,5,5,1908,10.5,1272,,West Bengal,East
4428,Hyundai,2017,37350000,56290,Diesel,Dealer,Manual,First_Owner,20.7 kmpl,1186,55 bhp,190.24nm@ 1750-2250rpm,5,3,893,8.9,901,,Karnataka,South
4429,BMW,2019,448200000,7500,Diesel,Dealer,Automatic,First_Owner,14.6 kmpl,1995,108 bhp,400Nm@ 1750-2500rpm,5,5,1998,5.9,1330,,Karnataka,South
4430,BMW,2019,456500000,8500,Diesel,Dealer,Automatic,First_Owner,19.8 kmpl,1995,94 bhp,400Nm@ 1750-2500rpm,5,4,1571,12.4,1070,,Karnataka,South
4431,Honda,2019,64657000,7032,Petrol,Trustmark_Dealer,Automatic,First_Owner,10.2 kmpl,1199,146 bhp,110Nm@ 4800rpm,5,6,2019,5.3,1745,,Tamil Nadu,South
4444,Maruti,2018,67230000,29700,Diesel,Individual,Manual,First_Owner,7.1 kmpl,1248,291 bhp,200Nm@ 1750rpm,5,8,3676,11,2488,,West Bengal,East
4445,Hyundai,2018,55693000,20000,Petrol,Individual,Automatic,First_Owner,21.2 kmpl,1368,73 bhp,132.3Nm@ 4000rpm,5,3,1038,8.6,973,,Karnataka,South
4446,Maruti,2018,24485000,20000,Petrol,Individual,Manual,First_Owner,12.2 kmpl,796,166 bhp,69Nm@ 3500rpm,5,6,2197,4.7,1768,,West Bengal,East
4447,Maruti,2017,70550000,40000,Diesel,Individual,Manual,First_Owner,17.4 kmpl,1248,110 bhp,200Nm@ 1750rpm,7,5,1886,9.7,1482,,Delhi,North
4448,Maruti,2013,34029917,90000,Diesel,Individual,Manual,First_Owner,20.0 kmpl,1248,77 bhp,190Nm@ 2000rpm,5,4,1551,11.7,1243,,Delhi,North
4449,Maruti,2015,49800000,90000,Petrol,Individual,Manual,First_Owner,17.0 kmpl,1373,126 bhp,130Nm@ 4000rpm,7,5,1974,10.7,1246,,Karnataka,South
4450,Mahindra,2015,49800000,80000,Diesel,Individual,Manual,First_Owner,14.0 kmpl,2523,159 bhp,195Nm@ 1400-2200rpm,7,6,2943,8.4,1446,,West Bengal,East
4451,Maruti,2012,18260000,60000,Petrol,Individual,Manual,Third_Owner,20.4 kmpl,998,75 bhp,90Nm@ 3500rpm,5,3,826,9.9,944,,West Bengal,East
4452,Maruti,2013,45650000,56000,Diesel,Individual,Manual,First_Owner,10.2 kmpl,1248,212 bhp,190Nm@ 2000rpm,5,8,3521,9.6,1981,,West Bengal,East
4453,Mahindra,2014,53950000,50000,Diesel,Individual,Manual,First_Owner,11.3 kmpl,2523,163 bhp,200Nm@ 1400-2200rpm,8,6,2902,7.3,1696,,Tamil Nadu,South
4454,Mahindra,2014,54365000,50000,Diesel,Individual,Manual,Second_Owner,24.8 kmpl,2523,61 bhp,200Nm@ 1400-2200rpm,9,3,1110,6.7,970,,Delhi,North
4455,Tata,2006,10790000,74000,Diesel,Individual,Manual,First_Owner,12.7 kmpl,1948,143 bhp,115@ 2500(kgm@ rpm),7,6,2423,12.4,1650,,West Bengal,East
4456,Renault,2014,33200000,123000,Diesel,Individual,Manual,First_Owner,19.1 kmpl,1461,95 bhp,248Nm@ 2250rpm,5,4,1501,5.1,1132,,West Bengal,East
4458,Maruti,2009,12865000,54000,Petrol,Individual,Manual,First_Owner,15.4 kmpl,796,131 bhp,62Nm@ 3000rpm,5,5,1705,7.8,1443,,Tamil Nadu,South
4459,Tata,2013,20750000,50000,Petrol,Individual,Manual,First_Owner,9.8 kmpl,1193,213 bhp,100Nm@ 2700rpm,5,8,3796,4,2444,,Tamil Nadu,South
4460,Hyundai,2014,33200000,80000,Petrol,Individual,Manual,Second_Owner,22.5 kmpl,1197,67 bhp,114Nm@ 4000rpm,5,3,1128,7.5,999,,West Bengal,East
4461,Datsun,2019,41500000,10000,Petrol,Individual,Manual,First_Owner,10.4 kmpl,1198,291 bhp,104Nm@ 4000rpm,5,8,3679,8.6,2301,,Maharashtra,West
4462,Hyundai,2018,46895000,10000,Petrol,Individual,Automatic,First_Owner,9.1 kmpl,1086,281 bhp,99Nm@ 4500rpm,5,8,3358,4.3,1959,,West Bengal,East
4463,Ford,2018,74700000,40000,Diesel,Individual,Manual,First_Owner,9.6 kmpl,1498,260 bhp,205Nm@ 1750-3250rpm,5,8,3719,8.6,2274,,West Bengal,East
4464,Mahindra,2017,53950000,120000,Diesel,Individual,Manual,First_Owner,23.9 kmpl,1493,78 bhp,195Nm@ 1400-2200rpm,7,3,1039,10.4,884,,Tamil Nadu,South
4465,Mahindra,2013,49800000,45000,Diesel,Individual,Manual,First_Owner,21.1 kmpl,2523,56 bhp,195Nm@ 1400-2200rpm,7,3,1111,5.7,804,,Tamil Nadu,South
4466,Maruti,2018,66400000,35000,Diesel,Individual,Manual,First_Owner,6.5 kmpl,1248,290 bhp,190Nm@ 2000rpm,5,8,3323,9.2,1940,,West Bengal,East
4467,Hyundai,2015,47725000,60000,Diesel,Individual,Manual,First_Owner,16.7 kmpl,1396,114 bhp,219.7Nm@ 1500-2750rpm,5,5,1979,7.4,1492,,West Bengal,East
4468,Ford,2016,45650000,40000,Petrol,Individual,Automatic,First_Owner,10.3 kmpl,1499,163 bhp,136Nm@ 4250rpm,5,6,2406,9,1582,,West Bengal,East
4469,Maruti,2011,15770000,80000,Petrol,Individual,Manual,Third_Owner,6.7 kmpl,1586,293 bhp,145Nm@ 4100rpm,5,8,3264,6.1,1719,,Tamil Nadu,South
4470,Ford,2017,62250000,37000,Diesel,Individual,Manual,First_Owner,16.5 kmpl,1498,106 bhp,205Nm@ 1750-3250rpm,5,4,1359,10.9,1066,,West Bengal,East
4471,Maruti,2018,51875000,22000,Petrol,Individual,Manual,First_Owner,10.3 kmpl,1197,228 bhp,115Nm@ 4000rpm,5,8,3035,7.8,2218,,West Bengal,East
4472,Hyundai,2018,66317000,60000,Diesel,Individual,Manual,Second_Owner,21.1 kmpl,1396,72 bhp,219.7Nm@ 1500-2750rpm,5,3,977,6.5,912,,Karnataka,South
4473,Maruti,2013,24900000,57000,Petrol,Individual,Manual,Second_Owner,10.1 kmpl,998,151 bhp,90Nm@ 3500rpm,5,6,2165,4.5,1710,,Maharashtra,West
4474,Maruti,2017,70550000,27000,Petrol,Individual,Manual,First_Owner,21.7 kmpl,1373,81 bhp,130Nm@ 4000rpm,5,4,1520,9.3,1041,,Delhi,North
4484,Renault,2017,47725000,96000,Diesel,Individual,Manual,First_Owner,12.2 kmpl,1461,146 bhp,200Nm@ 1750rpm,5,6,2305,11.8,1703,,Maharashtra,West
4485,Renault,2013,33200000,96000,Diesel,Individual,Manual,First_Owner,14.0 kmpl,1461,154 bhp,200Nm@ 1900rpm,5,6,2391,12.4,1663,,Karnataka,South
4486,Maruti,2019,39840000,7600,Petrol,Individual,Manual,First_Owner,15.6 kmpl,998,100 bhp,90Nm@ 3500rpm,5,4,1403,8.2,1193,,Delhi,North
4487,Maruti,2019,40670000,7000,Petrol,Individual,Manual,First_Owner,7.4 kmpl,998,186 bhp,90Nm@ 3500rpm,5,8,3045,8.7,1657,,West Bengal,East
4488,Tata,2007,12450000,120000,Diesel,Individual,Manual,Second_Owner,10.7 kmpl,1405,244 bhp,"13.5@ 2,500(kgm@ rpm)",5,8,3611,5,1693,,Karnataka,South
4489,Tata,2017,49800000,50000,Diesel,Individual,Manual,First_Owner,9.2 kmpl,1248,246 bhp,190Nm@ 1750-3000rpm,5,8,3583,6.3,2273,,West Bengal,East
4490,Hyundai,2015,41500000,50000,Diesel,Individual,Manual,Second_Owner,13.1 kmpl,1120,128 bhp,180.4Nm@ 1750-2500rpm,5,5,1823,5.9,1276,,Tamil Nadu,South
4491,Tata,2015,35275000,80000,Diesel,Individual,Manual,First_Owner,11.4 kmpl,1248,245 bhp,200Nm@ 1750-3000rpm,5,8,3195,10.8,1941,,Karnataka,South
4492,Hyundai,2003,8964000,200000,Diesel,Individual,Manual,Second_Owner,19.8 kmpl,1493,90 bhp,187Nm@ 2500rpm,5,4,1219,9.3,1011,,Tamil Nadu,South
4493,Toyota,2015,85490000,190000,Diesel,Individual,Manual,First_Owner,13.7 kmpl,2494,104 bhp,200Nm@ 1400-3400rpm,7,5,1666,11.8,1405,,Karnataka,South
4494,Maruti,2015,29880000,34000,Petrol,Individual,Manual,First_Owner,11.0 kmpl,998,284 bhp,90Nm@ 3500rpm,5,8,3914,8.5,2179,,Karnataka,South
4495,Volkswagen,2012,24070000,80000,Petrol,Individual,Manual,Second_Owner,17.7 kmpl,1198,112 bhp,110Nm@ 3750rpm,5,5,1943,8.4,1390,,Tamil Nadu,South
4496,Maruti,2011,33200000,72000,Diesel,Individual,Manual,First_Owner,20.4 kmpl,1248,97 bhp,190Nm@ 2000rpm,5,4,1562,12,1198,,Delhi,North
4497,Maruti,2003,5810000,20000,Diesel,Individual,Manual,First_Owner,7.3 kmpl,1527,269 bhp,96Nm@ 2500rpm,5,8,3388,7.4,2230,,Maharashtra,West
4498,Tata,2012,26560000,70000,Diesel,Individual,Manual,Second_Owner,20.8 kmpl,2956,62 bhp,250Nm@ 1000-2000rpm,7,3,1112,8.5,967,,West Bengal,East
4499,Ford,2019,80925000,30000,Diesel,Individual,Manual,First_Owner,20.6 kmpl,1498,76 bhp,205Nm@ 1750-3250rpm,5,4,1235,7.4,1219,,Karnataka,South
4500,Honda,2019,101841000,5000,Petrol,Individual,Automatic,First_Owner,13.1 kmpl,1497,135 bhp,145Nm@ 4600rpm,5,6,2776,5,1720,,West Bengal,East
4501,Hyundai,2014,62665000,29340,Diesel,Individual,Manual,First_Owner,13.4 kmpl,1582,166 bhp,259.8Nm@ 1900-2750rpm,5,6,2969,5,1486,,Tamil Nadu,South
4502,Ford,2011,17845000,120000,Diesel,Individual,Manual,First_Owner,16.8 kmpl,1399,82 bhp,160Nm@ 2000rpm,5,4,1252,11.4,1039,,West Bengal,East
4503,Toyota,2011,61005000,200000,Diesel,Individual,Manual,Second_Owner,13.1 kmpl,2494,168 bhp,20.4@ 1400-3400(kgm@ rpm),7,6,2178,11.1,1563,,Tamil Nadu,South
4504,Hyundai,2007,15770000,70000,Petrol,Individual,Manual,Second_Owner,17.8 kmpl,1086,90 bhp,99.04Nm@ 4500rpm,5,4,1392,8.3,1172,,West Bengal,East
4505,Toyota,2014,113295000,80800,Diesel,Individual,Manual,Second_Owner,24.9 kmpl,2494,55 bhp,200Nm@ 1400-3400rpm,8,3,886,5.7,842,,Maharashtra,West
4506,Honda,2018,56025000,24265,Petrol,Dealer,Manual,First_Owner,15.5 kmpl,1199,74 bhp,110Nm@ 4800rpm,5,4,1358,11.1,1263,,Maharashtra,West
4507,Maruti,2014,36436917,81000,Diesel,Dealer,Manual,First_Owner,10.7 kmpl,1248,275 bhp,190Nm@ 2000rpm,5,8,3560,6,2058,,Maharashtra,West
4508,Renault,2015,45650000,240000,Diesel,Individual,Manual,First_Owner,9.9 kmpl,1461,224 bhp,245Nm@ 1750rpm,7,8,3130,4.9,1823,,Maharashtra,West
4509,Maruti,2013,34029917,35000,Petrol,Individual,Manual,First_Owner,13.8 kmpl,1197,133 bhp,114Nm@ 4000rpm,5,5,1951,6.1,1396,,Maharashtra,West
4510,Renault,2019,29050000,15000,Petrol,Individual,Manual,First_Owner,11.2 kmpl,799,137 bhp,72Nm@ 4386rpm,5,6,2219,8.1,1718,,Maharashtra,West
4511,Chevrolet,2012,11205000,49000,Diesel,Individual,Manual,Third_Owner,14.6 kmpl,936,177 bhp,150Nm@ 1750rpm,5,6,2697,7.5,1523,,Tamil Nadu,South
4512,Toyota,2016,123670000,56900,Diesel,Individual,Manual,Second_Owner,21.2 kmpl,2393,106 bhp,343Nm@ 1400-2800rpm,8,4,1415,12.9,1258,,Karnataka,South
4513,Maruti,2014,43160000,70000,Diesel,Individual,Manual,Second_Owner,11.9 kmpl,1248,161 bhp,190Nm@ 2000rpm,5,6,2010,7.5,1539,,West Bengal,East
4514,Maruti,2010,26145000,180000,Diesel,Individual,Manual,First_Owner,6.0 kmpl,1248,203 bhp,190Nm@ 2000rpm,5,8,3121,6.8,1901,,Maharashtra,West
4515,Maruti,2010,19505000,50000,Petrol,Individual,Manual,First_Owner,21.6 kmpl,998,61 bhp,90Nm@ 3500rpm,5,3,990,9.8,993,,Tamil Nadu,South
4516,Hyundai,2005,6681500,50000,Petrol,Individual,Manual,Third_Owner,22.0 kmpl,1495,102 bhp,"12.5@ 3,500(kgm@ rpm)",5,4,1358,6.7,1286,,Tamil Nadu,South
4517,Maruti,2013,31125000,88200,Diesel,Individual,Manual,First_Owner,13.2 kmpl,1248,145 bhp,190Nm@ 2000rpm,5,6,2728,4.6,1580,,Tamil Nadu,South
4518,Maruti,2006,15687000,93000,Petrol,Individual,Manual,Second_Owner,10.0 kmpl,1197,183 bhp,"113Nm@ 4,500rpm",5,8,3636,4.4,1954,,Karnataka,South
4519,Honda,2017,45650000,120000,Diesel,Individual,Manual,First_Owner,14.8 kmpl,1498,134 bhp,200Nm@ 1750rpm,5,5,1838,10.6,1443,,West Bengal,East
4521,Maruti,2016,53950000,50000,Diesel,Individual,Automatic,Second_Owner,11.5 kmpl,1248,142 bhp,190Nm@ 2000rpm,5,6,2788,10.8,1448,,Karnataka,South
4522,Maruti,2013,39840000,80000,Diesel,Individual,Manual,First_Owner,21.1 kmpl,1248,66 bhp,190Nm@ 2000rpm,5,3,1082,13.2,957,,Delhi,North
4523,Hyundai,2016,58100000,40000,Diesel,Individual,Manual,First_Owner,22.6 kmpl,1396,70 bhp,219.7Nm@ 1500-2750rpm,5,3,862,11.3,936,,Tamil Nadu,South
4524,Maruti,2015,53950000,110000,Diesel,Individual,Manual,Third_Owner,11.1 kmpl,1248,166 bhp,200Nm@ 1750rpm,7,6,2178,7.9,1579,,Delhi,North
4525,Hyundai,2015,107900000,48000,Diesel,Individual,Manual,Second_Owner,10.0 kmpl,1582,132 bhp,259.9Nm@ 1900-2750rpm,5,6,2317,12.7,1794,,Maharashtra,West
4526,Volkswagen,2016,112050000,97000,Diesel,Individual,Automatic,First_Owner,6.8 kmpl,1968,202 bhp,320Nm@ 1750-2500rpm,5,8,3620,11.1,2129,,Maharashtra,West
4529,Toyota,2018,89640000,12800,Petrol,Individual,Automatic,First_Owner,13.0 kmpl,1496,140 bhp,140Nm@ 4200rpm,5,6,2665,10.5,1461,,Karnataka,South
4530,Hyundai,2012,14110000,40000,Petrol,Individual,Manual,First_Owner,17.7 kmpl,814,139 bhp,74.5Nm@ 4000rpm,5,5,1731,8.1,1468,,West Bengal,East
4531,Maruti,2017,50630000,49000,Diesel,Individual,Manual,First_Owner,11.9 kmpl,1248,233 bhp,190Nm@ 2000rpm,5,8,3485,6.4,2339,,Delhi,North
4532,Maruti,2014,29050000,25000,Petrol,Individual,Manual,First_Owner,21.2 kmpl,1197,103 bhp,114Nm@ 4000rpm,5,4,1214,6.5,1111,,West Bengal,East
4533,Maruti,2016,21580000,65000,Petrol,Individual,Manual,Second_Owner,13.7 kmpl,796,133 bhp,69Nm@ 3500rpm,5,5,1650,10.5,1297,,Karnataka,South
4534,Fiat,2015,58100000,20000,Diesel,Individual,Manual,First_Owner,9.5 kmpl,1248,297 bhp,209Nm@ 2000rpm,5,8,3169,4.7,1924,,Maharashtra,West
4535,Volkswagen,2018,56274000,17000,Petrol,Individual,Manual,First_Owner,7.7 kmpl,999,180 bhp,95Nm@ 3000-4300rpm,5,8,3259,10.4,2437,,West Bengal,East
4536,Maruti,2015,66400000,15000,Diesel,Individual,Manual,First_Owner,20.5 kmpl,1248,64 bhp,200Nm@ 1750rpm,5,3,973,7.2,904,,West Bengal,East
4537,Toyota,2014,33200000,120000,Diesel,Individual,Manual,Second_Owner,8.9 kmpl,1364,203 bhp,170Nm@ 1800-2400rpm,5,8,3343,8.1,1645,,Maharashtra,West
4538,Hyundai,2010,24900000,49000,Petrol,Individual,Manual,First_Owner,16.7 kmpl,1197,113 bhp,"11.4 kgm at 4,000 rpm",5,5,1654,12.1,1471,,Delhi,North
4539,Hyundai,2016,43160000,29000,Petrol,Individual,Manual,First_Owner,13.8 kmpl,1197,144 bhp,114.7Nm@ 4000rpm,5,6,2110,6.6,1475,,Maharashtra,West
4540,Nissan,2017,70550000,55000,Diesel,Individual,Automatic,First_Owner,13.4 kmpl,1461,104 bhp,248Nm@ 2250rpm,5,5,1874,7.1,1262,,West Bengal,East
4541,Maruti,2015,24900000,40000,Petrol,Individual,Manual,First_Owner,19.0 kmpl,998,100 bhp,90Nm@ 3500rpm,5,4,1231,10.8,1164,,Delhi,North
4542,Honda,2010,29050000,120000,Petrol,Individual,Manual,Second_Owner,7.2 kmpl,1497,190 bhp,146Nm at 4800 rpm,5,8,3943,11.6,2398,,Delhi,North
4544,Maruti,2019,74036000,10000,Diesel,Individual,Manual,First_Owner,9.0 kmpl,1248,235 bhp,200Nm@ 1750rpm,5,8,3967,6.5,1748,,Maharashtra,West
4545,Fiat,2012,23655000,70000,Diesel,Individual,Manual,Second_Owner,8.3 kmpl,1248,190 bhp,209Nm@ 2000rpm,5,8,3460,5.4,1891,,West Bengal,East
4546,Hyundai,2012,24900000,60000,LPG,Individual,Manual,First_Owner,7.6 kmpl,1086,235 bhp,99.04Nm@ 4500rpm,5,8,3834,11.2,2497,,Karnataka,South
4547,Maruti,2016,51460000,90000,Diesel,Individual,Manual,First_Owner,21.5 kmpl,1248,78 bhp,200Nm@ 1750rpm,5,3,1109,10.1,804,,West Bengal,East
4548,Maruti,2017,62250000,90000,Diesel,Individual,Manual,First_Owner,24.0 kmpl,1248,59 bhp,200Nm@ 1750rpm,5,3,811,6.7,968,,Tamil Nadu,South
4549,Maruti,2016,22410000,35000,Petrol,Individual,Manual,First_Owner,11.4 kmpl,796,135 bhp,69Nm@ 3500rpm,5,6,2384,8.8,1794,,Karnataka,South
4550,Maruti,2014,46480000,90000,Diesel,Individual,Manual,First_Owner,8.7 kmpl,1248,290 bhp,200Nm@ 1750rpm,7,8,3027,8.5,1732,,Delhi,North
4551,Hyundai,2012,24900000,40000,Petrol,Individual,Manual,Second_Owner,20.1 kmpl,1086,100 bhp,96.1Nm@ 3000rpm,5,4,1215,5.8,1229,,Karnataka,South
4552,Hyundai,2012,24900000,40000,Petrol,Individual,Manual,Second_Owner,12.5 kmpl,1086,172 bhp,96.1Nm@ 3000rpm,5,6,2226,7.2,1516,,Delhi,North
4555,Maruti,2012,21580000,99000,Petrol,Individual,Manual,Second_Owner,7.7 kmpl,1586,274 bhp,145Nm@ 4100rpm,5,8,3732,6.5,2465,,Delhi,North
4557,Tata,2015,6640000,60000,Petrol,Individual,Manual,First_Owner,21.2 kmpl,624,78 bhp,51Nm@ 4000rpm,4,3,983,6,812,,Karnataka,South
4560,Mahindra,2016,33200000,100000,Petrol,Individual,Manual,First_Owner,19.8 kmpl,1198,92 bhp,115Nm@ 3500-3600rpm,5,4,1233,12.3,1048,,Delhi,North
4581,Toyota,2011,53950000,120000,Diesel,Individual,Manual,Second_Owner,14.0 kmpl,2494,179 bhp,20.4@ 1400-3400(kgm@ rpm),8,6,2179,5.4,1625,,Delhi,North
4582,Honda,2017,66400000,70000,Diesel,Individual,Manual,First_Owner,19.8 kmpl,1498,84 bhp,200Nm@ 1750rpm,5,4,1277,10.1,1070,,Tamil Nadu,South
4583,Tata,2015,43160000,120000,Diesel,Individual,Manual,First_Owner,7.5 kmpl,2179,265 bhp,320Nm@ 1700-2700rpm,7,8,3309,10.3,1826,,West Bengal,East
4584,Tata,2014,13280000,90000,Diesel,Individual,Manual,First_Owner,15.4 kmpl,1396,107 bhp,140Nm@ 1800-3000rpm,5,5,1916,7.8,1403,,West Bengal,East
4585,Maruti,2018,83000000,70000,Diesel,Individual,Manual,First_Owner,20.5 kmpl,1248,92 bhp,200Nm@ 1750rpm,5,4,1356,10.1,1165,,Tamil Nadu,South
4586,Maruti,2015,58100000,120000,Diesel,Individual,Manual,Second_Owner,15.9 kmpl,1248,86 bhp,200Nm@ 1750rpm,7,4,1463,12,1253,,Karnataka,South
4587,Honda,2017,48970000,70000,Diesel,Individual,Manual,Second_Owner,23.4 kmpl,1498,60 bhp,200Nm@ 1750rpm,5,3,946,6.5,917,,Maharashtra,West
4588,Maruti,2002,11620000,80000,Petrol,Individual,Manual,Second_Owner,8.0 kmpl,998,281 bhp,90Nm@ 3500rpm,5,8,3910,8.8,2420,,Maharashtra,West
